Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings,Record Number
0.56,0.455,0.145,0.974,0.547,0.1615,0.235,9,2275
0.565,0.44,0.175,0.8735,0.414,0.21,0.21,11,1099
0.565,0.45,0.145,0.8495,0.4215,0.1685,0.225,8,267
0.565,0.445,0.15,0.796,0.3635,0.184,0.219,8,621
0.565,0.39,0.125,0.744,0.352,0.13,0.1685,11,3679
0.57,0.45,0.145,0.751,0.2825,0.2195,0.2215,10,1328
0.57,0.45,0.135,0.794,0.3815,0.1415,0.245,8,2940
0.57,0.46,0.135,0.9795,0.397,0.2525,0.2655,9,4805
0.57,0.435,0.17,0.873,0.382,0.183,0.2705,10,816
0.57,0.44,0.13,0.7665,0.347,0.1785,0.202,10,4106
0.57,0.435,0.125,0.8965,0.383,0.1835,0.275,9,1190
0.575,0.42,0.135,0.857,0.461,0.147,0.2125,10,4203
0.575,0.48,0.165,1.078,0.511,0.2095,0.306,9,4889
0.575,0.46,0.155,0.892,0.4415,0.176,0.22,10,1156
0.58,0.46,0.155,1.4395,0.6715,0.273,0.2955,10,1877
0.58,0.455,0.135,0.7955,0.405,0.167,0.204,10,3986
0.58,0.445,0.15,0.858,0.4,0.156,0.253,8,402
0.585,0.465,0.155,0.9145,0.4555,0.1965,0.235,9,3361
0.585,0.49,0.185,1.171,0.522,0.2535,0.335,10,3386
0.585,0.475,0.16,1.0505,0.48,0.234,0.285,10,1240
0.585,0.46,0.165,1.1135,0.5825,0.2345,0.274,10,868
0.585,0.47,0.165,1.409,0.8,0.229,0.295,10,1019
0.585,0.475,0.15,1.065,0.5315,0.199,0.2885,10,4664
0.585,0.45,0.18,0.7995,0.336,0.1855,0.237,8,3901
0.59,0.445,0.135,0.7715,0.328,0.1745,0.23,9,4307
0.59,0.47,0.18,1.187,0.5985,0.227,0.31,9,4680
0.59,0.455,0.155,0.8855,0.388,0.188,0.275,10,256
0.595,0.465,0.15,0.98,0.4115,0.196,0.2255,10,2940
0.595,0.465,0.155,1.026,0.4645,0.112,0.305,12,2352
0.6,0.475,0.17,1.1315,0.508,0.272,0.309,10,2027
0.6,0.48,0.155,1.014,0.451,0.1885,0.325,11,4985
0.6,0.475,0.15,1.12,0.565,0.2465,0.27,10,164
0.6,0.465,0.155,1.04,0.4755,0.25,0.28,11,2068
0.6,0.455,0.145,0.8895,0.419,0.1715,0.269,10,327
0.6,0.46,0.155,0.9595,0.4455,0.189,0.295,11,3974
0.605,0.485,0.15,1.238,0.6315,0.226,0.33,11,1155
0.605,0.49,0.14,0.9755,0.419,0.206,0.315,10,4435
0.605,0.435,0.13,0.9025,0.432,0.174,0.26,11,4452
0.605,0.475,0.175,1.076,0.463,0.2195,0.335,9,1912
0.605,0.47,0.16,1.0835,0.5405,0.2215,0.275,12,4900
0.61,0.45,0.15,0.871,0.407,0.1835,0.25,10,2122
0.61,0.48,0.165,1.244,0.6345,0.257,0.305,12,425
0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,10,4304
0.61,0.465,0.15,0.9605,0.4495,0.1725,0.286,9,1577
0.61,0.48,0.17,1.137,0.4565,0.29,0.347,10,1222
0.61,0.46,0.16,1,0.494,0.197,0.275,10,4862
0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,10,4085
0.615,0.47,0.165,1.128,0.4465,0.2195,0.34,10,3000
0.615,0.5,0.17,1.054,0.4845,0.228,0.295,10,2945
0.615,0.475,0.165,1.023,0.4905,0.1955,0.3035,12,1804
0.615,0.475,0.17,1.129,0.4795,0.302,0.3,10,4839
0.615,0.48,0.175,1.118,0.446,0.3195,0.3,9,3415
0.615,0.475,0.155,1.115,0.484,0.2115,0.355,10,2738
0.62,0.51,0.175,1.2815,0.5715,0.2385,0.39,10,3099
0.62,0.495,0.18,1.2555,0.5765,0.254,0.355,12,1240
0.62,0.5,0.15,1.293,0.596,0.3135,0.354,10,1929
0.62,0.475,0.16,1.1295,0.463,0.2685,0.33,10,3290
0.625,0.455,0.17,1.082,0.4955,0.2345,0.315,9,4949
0.625,0.505,0.175,1.15,0.5475,0.256,0.3045,11,2175
0.625,0.515,0.16,1.264,0.5715,0.326,0.321,9,3781
0.625,0.48,0.155,1.2035,0.5865,0.239,0.3185,12,2431
0.63,0.485,0.17,1.3205,0.5945,0.345,0.345,9,4081
0.63,0.505,0.18,1.272,0.6025,0.295,0.315,11,4978
0.63,0.485,0.145,1.062,0.5065,0.1785,0.3365,12,1668
0.63,0.475,0.145,1.0605,0.5165,0.2195,0.28,10,666
0.63,0.495,0.16,1.093,0.497,0.221,0.315,12,1535
0.635,0.49,0.16,1.101,0.534,0.1865,0.3455,10,3625
0.635,0.5,0.165,1.4595,0.705,0.2645,0.39,9,2116
0.635,0.495,0.175,1.211,0.707,0.2725,0.323,9,3688
0.635,0.475,0.17,1.1935,0.5205,0.2695,0.3665,10,1144
0.635,0.51,0.155,0.986,0.405,0.2255,0.31,10,3920
0.64,0.565,0.23,1.521,0.644,0.372,0.406,15,571
0.64,0.525,0.18,1.3135,0.4865,0.2995,0.4075,10,4357
0.645,0.51,0.16,1.1835,0.556,0.2385,0.345,11,88
0.645,0.5,0.195,1.401,0.6165,0.3515,0.3725,10,1597
0.645,0.525,0.16,1.5075,0.7455,0.245,0.4325,11,1773
0.65,0.505,0.165,1.16,0.4785,0.274,0.349,11,3563
0.65,0.59,0.22,1.662,0.77,0.378,0.435,11,1534
0.65,0.525,0.175,1.5365,0.6865,0.3585,0.405,11,4001
0.65,0.51,0.19,1.542,0.7155,0.3735,0.375,9,4117
0.65,0.51,0.17,1.567,0.7245,0.349,0.391,10,653
0.655,0.525,0.19,1.3595,0.564,0.3215,0.3985,10,657
0.655,0.535,0.205,1.6445,0.7305,0.3595,0.46,13,4790
0.655,0.52,0.19,1.4545,0.6,0.3865,0.383,10,2826
0.655,0.49,0.175,1.3585,0.6395,0.294,0.365,10,4732
0.66,0.495,0.21,1.548,0.724,0.3525,0.3925,10,2188
0.66,0.515,0.17,1.337,0.615,0.3125,0.3575,10,733
0.665,0.53,0.18,1.491,0.6345,0.342,0.435,10,2055
0.67,0.53,0.225,1.5615,0.63,0.487,0.3725,11,3661
0.67,0.505,0.175,1.0145,0.4375,0.271,0.3745,10,4385
0.675,0.545,0.185,1.7375,0.876,0.3135,0.469,13,3029
0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,9,1172
0.695,0.565,0.19,1.7635,0.7465,0.399,0.4975,11,2295
0.7,0.545,0.13,1.556,0.6725,0.374,0.195,12,120
0.705,0.565,0.515,2.21,1.1075,0.4865,0.512,10,2389
0.705,0.555,0.215,2.141,1.0465,0.383,0.528,11,1255
0.705,0.57,0.18,1.5345,0.96,0.4195,0.43,12,4533
0.71,0.55,0.17,1.614,0.743,0.345,0.45,11,3735
0.72,0.575,0.17,1.9335,0.913,0.389,0.51,13,337
0.72,0.575,0.215,2.173,0.9515,0.564,0.5365,12,3745
0.725,0.6,0.2,1.737,0.697,0.3585,0.595,11,3500
0.73,0.58,0.19,1.7375,0.6785,0.4345,0.52,11,2818
0.735,0.565,0.205,2.1275,0.949,0.46,0.565,12,165
0.745,0.57,0.215,2.25,1.1565,0.446,0.558,9,3124
0.75,0.61,0.235,2.5085,1.232,0.519,0.612,14,1818
0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,14,4360
0.14,0.105,0.035,0.014,0.0055,0.0025,0.004,3,3969
0.23,0.165,0.06,0.0515,0.019,0.0145,0.036,4,1118
0.365,0.265,0.135,0.2215,0.105,0.047,0.0605,7,742
0.365,0.255,0.08,0.1985,0.0785,0.0345,0.053,5,1366
0.37,0.27,0.095,0.232,0.1325,0.041,0.0615,6,1068
0.375,0.28,0.085,0.3155,0.187,0.046,0.067,7,773
0.385,0.3,0.09,0.247,0.1225,0.044,0.0675,5,3367
0.395,0.295,0.09,0.3025,0.143,0.0665,0.0765,5,925
0.4,0.29,0.11,0.329,0.188,0.0455,0.0825,6,2795
0.4,0.3,0.09,0.2815,0.1185,0.061,0.08,7,4138
0.405,0.31,0.095,0.3425,0.1785,0.064,0.0855,8,3104
0.405,0.29,0.09,0.2825,0.112,0.075,0.0815,7,3853
0.405,0.3,0.105,0.304,0.1455,0.061,0.0805,6,2494
0.41,0.32,0.095,0.2905,0.141,0.063,0.073,5,678
0.415,0.315,0.115,0.3895,0.2015,0.065,0.103,9,1011
0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,6,925
0.43,0.34,0.105,0.4405,0.2385,0.0745,0.1075,6,4603
0.44,0.34,0.105,0.369,0.164,0.08,0.1015,5,2539
0.44,0.32,0.12,0.4565,0.2435,0.092,0.1025,8,317
0.44,0.365,0.11,0.4465,0.213,0.089,0.1135,9,2651
0.45,0.335,0.125,0.4475,0.2165,0.126,0.11,6,2516
0.455,0.335,0.135,0.501,0.274,0.0995,0.1065,7,2836
0.46,0.355,0.11,0.436,0.1975,0.096,0.125,8,2334
0.47,0.345,0.14,0.4615,0.229,0.1105,0.116,9,856
0.47,0.35,0.125,0.4315,0.19,0.1165,0.1175,6,1570
0.47,0.355,0.12,0.3685,0.126,0.0835,0.1365,6,1508
0.475,0.37,0.125,0.649,0.347,0.136,0.142,8,3039
0.475,0.365,0.115,0.459,0.2175,0.093,0.1165,7,4532
0.475,0.365,0.115,0.566,0.281,0.117,0.1335,7,3771
0.48,0.36,0.125,0.542,0.2795,0.1025,0.147,7,1656
0.485,0.38,0.12,0.4725,0.2075,0.1075,0.147,6,4148
0.485,0.39,0.085,0.6435,0.2945,0.103,0.198,8,217
0.485,0.37,0.13,0.526,0.2485,0.105,0.1555,6,4143
0.495,0.38,0.12,0.573,0.2655,0.1285,0.144,7,3311
0.505,0.385,0.105,0.5525,0.239,0.1245,0.1555,9,3392
0.505,0.38,0.135,0.6855,0.361,0.1565,0.161,9,2133
0.515,0.395,0.125,0.556,0.2695,0.096,0.17,8,3187
0.515,0.425,0.145,0.9365,0.497,0.181,0.2185,8,1102
0.515,0.4,0.125,0.5625,0.25,0.1245,0.17,7,3595
0.52,0.4,0.125,0.559,0.254,0.139,0.149,8,2536
0.525,0.4,0.14,0.7205,0.3685,0.145,0.1735,8,1818
0.53,0.43,0.13,0.7045,0.346,0.1415,0.189,9,744
0.53,0.4,0.125,0.7575,0.398,0.151,0.175,8,1559
0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,9,964
0.55,0.43,0.14,0.84,0.375,0.218,0.1945,8,1917
0.55,0.425,0.16,0.793,0.343,0.2035,0.215,9,2901
0.56,0.43,0.15,0.8745,0.453,0.161,0.22,8,2769
0.56,0.435,0.15,0.8715,0.4755,0.1835,0.1835,9,2167
0.57,0.445,0.15,0.9875,0.504,0.207,0.249,8,2105
0.575,0.465,0.15,1.08,0.595,0.2065,0.238,9,4168
0.575,0.46,0.165,0.9155,0.4005,0.2465,0.2385,8,2918
0.58,0.46,0.175,1.165,0.65,0.2205,0.3055,9,4427
0.58,0.435,0.14,0.953,0.475,0.2165,0.2095,9,158
0.585,0.455,0.15,0.906,0.4095,0.23,0.2335,8,2715
0.59,0.44,0.15,0.8725,0.387,0.215,0.245,8,3706
0.59,0.465,0.15,1.151,0.613,0.239,0.2515,9,89
0.59,0.46,0.145,0.9905,0.453,0.2205,0.275,8,2946
0.595,0.455,0.16,1.04,0.452,0.2655,0.288,9,2534
0.6,0.455,0.155,0.945,0.4365,0.2085,0.25,8,1054
0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,9,2076
0.605,0.485,0.165,0.9515,0.4535,0.193,0.2765,11,1924
0.605,0.485,0.16,1.201,0.417,0.2875,0.38,9,4082
0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,9,4229
0.61,0.485,0.17,1.1005,0.5125,0.229,0.305,11,914
0.615,0.475,0.13,0.8425,0.353,0.1915,0.251,8,256
0.62,0.485,0.155,1.049,0.462,0.231,0.25,10,2056
0.62,0.435,0.155,1.012,0.477,0.236,0.275,8,3611
0.62,0.48,0.165,1.0725,0.4815,0.235,0.312,9,764
0.625,0.52,0.175,1.4105,0.691,0.322,0.3465,10,2510
0.625,0.47,0.18,1.136,0.451,0.3245,0.305,11,3188
0.63,0.47,0.145,1.1005,0.52,0.26,0.276,9,3872
0.63,0.5,0.175,1.1105,0.467,0.268,0.329,10,3966
0.63,0.455,0.15,1.1315,0.481,0.2745,0.305,9,2527
0.63,0.48,0.15,1.271,0.6605,0.2425,0.31,11,1092
0.63,0.49,0.225,1.336,0.6805,0.259,0.3245,10,3684
0.635,0.505,0.145,1.1345,0.505,0.2655,0.315,10,3196
0.635,0.51,0.185,1.308,0.544,0.318,0.377,8,2516
0.64,0.515,0.205,1.5335,0.6635,0.3345,0.4025,9,3893
0.645,0.515,0.175,1.546,0.7035,0.365,0.415,10,1349
0.645,0.51,0.155,1.539,0.6405,0.3585,0.43,11,310
0.645,0.505,0.165,1.318,0.55,0.3015,0.335,11,3371
0.65,0.545,0.175,1.5245,0.59,0.326,0.495,10,3616
0.65,0.515,0.175,1.466,0.677,0.3045,0.4,10,3294
0.65,0.5,0.16,1.3825,0.702,0.304,0.3195,9,3124
0.65,0.485,0.14,1.175,0.475,0.2435,0.215,8,132
0.655,0.54,0.215,1.5555,0.695,0.296,0.444,11,2134
0.655,0.51,0.215,1.7835,0.8885,0.4095,0.4195,11,46
0.66,0.505,0.165,1.374,0.589,0.351,0.345,10,1186
0.665,0.515,0.18,1.389,0.5945,0.324,0.395,10,2409
0.67,0.545,0.2,1.7025,0.833,0.374,0.41,11,2582
0.67,0.51,0.175,1.5265,0.651,0.4475,0.345,10,3068
0.67,0.5,0.19,1.519,0.616,0.388,0.415,10,1452
0.68,0.5,0.185,1.741,0.7665,0.3255,0.4685,12,4148
0.68,0.515,0.17,1.6115,0.8415,0.306,0.395,11,4917
0.69,0.525,0.2,1.7825,0.9165,0.3325,0.461,12,1960
0.7,0.55,0.17,1.684,0.7535,0.3265,0.32,11,3224
0.7,0.555,0.2,1.858,0.73,0.3665,0.595,11,4110
0.705,0.56,0.165,1.675,0.797,0.4095,0.388,10,1464
0.72,0.565,0.2,2.1055,1.017,0.363,0.494,12,4587
0.725,0.575,0.24,2.21,1.351,0.413,0.5015,13,3960
0.74,0.57,0.18,1.8725,0.9115,0.427,0.446,10,930
0.75,0.55,0.18,1.893,0.942,0.397,0.445,11,1721
0.21,0.17,0.045,0.0475,0.019,0.011,0.013,5,2715
0.285,0.21,0.055,0.101,0.0415,0.017,0.0335,5,915
0.295,0.215,0.07,0.121,0.047,0.0155,0.0405,6,558
0.3,0.23,0.085,0.117,0.05,0.0175,0.0415,6,4464
0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,6,721
0.335,0.255,0.08,0.168,0.079,0.0355,0.05,5,1542
0.35,0.26,0.075,0.18,0.09,0.0245,0.055,5,4607
0.355,0.27,0.075,0.1775,0.079,0.0315,0.054,6,4714
0.355,0.26,0.09,0.1985,0.0715,0.0495,0.058,7,2489
0.36,0.27,0.095,0.2,0.073,0.056,0.061,8,244
0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,7,770
0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,7,1341
0.365,0.27,0.085,0.2225,0.0935,0.0525,0.066,7,2518
0.37,0.27,0.095,0.2175,0.097,0.046,0.065,6,2011
0.375,0.28,0.08,0.2165,0.0935,0.0925,0.07,7,1650
0.38,0.285,0.095,0.243,0.0895,0.0665,0.075,7,378
0.38,0.29,0.1,0.237,0.108,0.0395,0.082,6,1245
0.385,0.29,0.09,0.2365,0.1,0.0505,0.076,8,1703
0.385,0.28,0.095,0.257,0.119,0.059,0.07,7,717
0.385,0.3,0.09,0.308,0.1525,0.056,0.0835,8,4004
0.39,0.3,0.09,0.252,0.1065,0.053,0.08,7,3788
0.39,0.285,0.1,0.281,0.1275,0.062,0.077,7,3658
0.39,0.29,0.1,0.2225,0.095,0.0465,0.073,7,1721
0.41,0.3,0.09,0.304,0.129,0.071,0.0955,8,835
0.41,0.3,0.09,0.28,0.141,0.0575,0.075,8,1972
0.415,0.325,0.1,0.313,0.139,0.0625,0.0965,7,1204
0.425,0.325,0.11,0.317,0.135,0.048,0.09,8,2068
0.425,0.315,0.08,0.303,0.131,0.0585,0.095,7,2300
0.435,0.335,0.1,0.3295,0.129,0.07,0.11,7,4965
0.435,0.325,0.11,0.367,0.1595,0.08,0.105,6,2133
0.45,0.34,0.095,0.3245,0.1385,0.064,0.105,8,2522
0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,7,1683
0.455,0.36,0.115,0.457,0.2085,0.0855,0.147,10,3012
0.46,0.35,0.11,0.4,0.176,0.083,0.1205,7,3398
0.46,0.355,0.11,0.4255,0.2015,0.081,0.13,7,461
0.465,0.37,0.12,0.4365,0.188,0.0815,0.147,9,2654
0.465,0.345,0.11,0.393,0.1825,0.0735,0.12,8,1767
0.47,0.355,0.125,0.499,0.21,0.0985,0.155,8,118
0.475,0.36,0.145,0.6325,0.2825,0.137,0.19,8,1311
0.475,0.36,0.1,0.4285,0.1965,0.099,0.112,7,3778
0.475,0.36,0.125,0.4905,0.205,0.1305,0.125,8,1099
0.48,0.37,0.125,0.474,0.179,0.1035,0.175,9,1032
0.48,0.37,0.12,0.536,0.251,0.114,0.15,8,947
0.48,0.355,0.16,0.464,0.221,0.106,0.239,8,489
0.485,0.375,0.13,0.6025,0.2935,0.1285,0.16,7,1505
0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,8,4485
0.49,0.4,0.135,0.624,0.3035,0.1285,0.169,8,70
0.495,0.37,0.125,0.4715,0.2075,0.091,0.15,8,1965
0.495,0.4,0.105,0.602,0.2505,0.1265,0.19,8,402
0.5,0.4,0.12,0.616,0.261,0.143,0.1935,8,3786
0.5,0.39,0.12,0.5955,0.2455,0.147,0.173,8,1059
0.5,0.375,0.14,0.559,0.2375,0.135,0.169,9,4643
0.51,0.395,0.13,0.6025,0.281,0.143,0.162,7,1574
0.515,0.375,0.11,0.6065,0.3005,0.131,0.15,6,2192
0.515,0.36,0.125,0.4725,0.1815,0.125,0.138,9,2796
0.515,0.35,0.105,0.4745,0.213,0.123,0.1275,10,2505
0.515,0.395,0.125,0.6635,0.32,0.14,0.17,8,1574
0.515,0.39,0.125,0.5705,0.238,0.1265,0.185,8,2332
0.52,0.41,0.145,0.646,0.2965,0.1595,0.165,9,891
0.52,0.39,0.13,0.5545,0.2355,0.1095,0.1895,7,2356
0.525,0.415,0.145,0.845,0.3525,0.1635,0.2875,8,3659
0.525,0.39,0.12,0.664,0.3115,0.147,0.178,9,4126
0.525,0.38,0.135,0.615,0.261,0.159,0.175,8,2930
0.525,0.4,0.14,0.654,0.305,0.16,0.169,7,3192
0.525,0.4,0.155,0.707,0.282,0.1605,0.225,9,3927
0.53,0.42,0.12,0.5965,0.2555,0.141,0.177,7,2769
0.53,0.43,0.135,0.6255,0.245,0.1455,0.2135,10,745
0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,9,1213
0.53,0.42,0.13,0.8365,0.3745,0.167,0.249,11,3715
0.535,0.4,0.13,0.657,0.2835,0.162,0.175,7,158
0.54,0.43,0.17,0.836,0.3725,0.1815,0.24,9,252
0.54,0.425,0.14,0.742,0.32,0.1395,0.25,9,1683
0.54,0.43,0.14,0.8195,0.3935,0.1725,0.2295,9,3465
0.54,0.455,0.14,0.972,0.419,0.255,0.269,10,4765
0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,9,876
0.54,0.425,0.13,0.7205,0.2955,0.169,0.225,10,1070
0.54,0.425,0.135,0.686,0.3475,0.1545,0.213,8,4124
0.545,0.4,0.13,0.686,0.3285,0.1455,0.18,9,1367
0.545,0.375,0.12,0.543,0.2375,0.1155,0.1725,8,494
0.545,0.42,0.125,0.717,0.358,0.112,0.22,8,1778
0.55,0.435,0.14,0.7625,0.327,0.1685,0.259,10,1761
0.55,0.425,0.15,0.639,0.269,0.1345,0.217,9,1487
0.55,0.42,0.135,0.816,0.3995,0.1485,0.23,12,3330
0.55,0.415,0.145,0.7815,0.373,0.16,0.2215,8,4846
0.55,0.425,0.15,0.7665,0.339,0.176,0.21,8,4073
0.555,0.395,0.13,0.5585,0.222,0.1245,0.17,9,1058
0.555,0.435,0.14,0.765,0.3945,0.15,0.206,8,715
0.555,0.46,0.145,0.9005,0.3845,0.158,0.2765,11,4765
0.56,0.445,0.15,0.8225,0.3685,0.187,0.236,10,4079
0.56,0.44,0.13,0.7235,0.349,0.149,0.2,8,1375
0.56,0.425,0.135,0.849,0.3265,0.221,0.2645,10,3617
0.565,0.42,0.155,0.743,0.31,0.186,0.231,9,1168
0.565,0.44,0.15,0.863,0.435,0.149,0.27,9,2913
0.565,0.44,0.125,0.802,0.3595,0.1825,0.215,9,1219
0.565,0.43,0.15,0.831,0.4245,0.1735,0.219,10,1404
0.57,0.45,0.135,0.7805,0.3345,0.185,0.21,8,3854
0.57,0.45,0.14,0.795,0.3385,0.148,0.245,9,4437
0.57,0.435,0.17,0.848,0.4,0.166,0.25,9,2574
0.57,0.43,0.145,0.833,0.354,0.144,0.2815,10,4534
0.57,0.445,0.155,0.867,0.3705,0.1705,0.28,9,4609
0.57,0.445,0.145,0.7405,0.306,0.172,0.1825,12,3690
0.575,0.455,0.165,0.867,0.3765,0.1805,0.268,8,1716
0.575,0.425,0.135,0.7965,0.364,0.196,0.239,10,2444
0.575,0.47,0.155,1.116,0.509,0.238,0.34,10,159
0.575,0.45,0.125,0.78,0.3275,0.188,0.235,9,1710
0.575,0.47,0.185,0.985,0.3745,0.2175,0.355,10,2753
0.575,0.465,0.195,0.9965,0.417,0.247,0.47,8,3892
0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,9,3833
0.575,0.45,0.135,0.807,0.3615,0.176,0.254,10,4695
0.575,0.435,0.15,1.0305,0.4605,0.218,0.36,8,436
0.575,0.445,0.16,0.839,0.4005,0.198,0.239,9,1631
0.575,0.44,0.16,0.9615,0.483,0.166,0.275,13,3314
0.58,0.435,0.15,0.834,0.428,0.1515,0.23,8,2960
0.58,0.46,0.155,1.0335,0.469,0.2225,0.295,10,3321
0.58,0.43,0.13,0.798,0.365,0.173,0.2285,10,2906
0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,9,2590
0.585,0.445,0.14,0.913,0.4305,0.2205,0.253,10,1885
0.59,0.49,0.165,1.207,0.559,0.235,0.309,10,2932
0.59,0.45,0.145,1.022,0.428,0.268,0.265,10,75
0.59,0.46,0.145,0.9015,0.419,0.1785,0.26,11,2693
0.595,0.435,0.15,0.9,0.4175,0.17,0.265,8,76
0.595,0.45,0.14,0.838,0.3965,0.194,0.217,10,2454
0.595,0.45,0.145,0.959,0.463,0.2065,0.2535,10,1382
0.595,0.46,0.15,0.8335,0.377,0.1925,0.235,8,1463
0.6,0.46,0.155,0.9735,0.427,0.2045,0.3,8,1571
0.6,0.475,0.15,1.13,0.575,0.196,0.305,9,1079
0.6,0.48,0.165,0.9165,0.4135,0.1965,0.2725,9,4515
0.6,0.48,0.17,0.9175,0.38,0.2225,0.29,8,543
0.6,0.48,0.18,1.0645,0.4495,0.2455,0.325,10,3085
0.6,0.47,0.165,1.059,0.504,0.241,0.275,9,3098
0.6,0.47,0.16,1.194,0.5625,0.3045,0.2635,10,2704
0.605,0.455,0.145,0.9775,0.468,0.1775,0.275,9,2352
0.605,0.475,0.145,0.884,0.3835,0.1905,0.27,8,119
0.605,0.47,0.145,0.8025,0.379,0.2265,0.22,9,2680
0.605,0.48,0.14,0.991,0.4735,0.2345,0.24,8,990
0.605,0.47,0.155,0.974,0.393,0.224,0.3345,9,3446
0.605,0.505,0.18,1.434,0.7285,0.264,0.431,11,926
0.61,0.475,0.155,0.983,0.4565,0.228,0.266,10,993
0.61,0.465,0.16,1.0725,0.4835,0.2515,0.28,10,1481
0.61,0.485,0.15,1.2405,0.6025,0.2915,0.3085,12,3766
0.61,0.47,0.16,1.022,0.449,0.2345,0.2945,9,3304
0.61,0.475,0.16,1.1155,0.3835,0.223,0.379,10,1835
0.61,0.465,0.125,0.9225,0.436,0.19,0.26,9,3328
0.61,0.47,0.17,1.1185,0.5225,0.2405,0.31,9,496
0.61,0.485,0.18,1.2795,0.5735,0.2855,0.355,7,2060
0.615,0.47,0.16,1.0175,0.473,0.2395,0.28,10,4399
0.615,0.475,0.175,1.224,0.6035,0.261,0.311,9,1668
0.62,0.485,0.18,1.154,0.4935,0.256,0.315,12,2424
0.62,0.515,0.155,1.3255,0.6685,0.2605,0.335,12,4145
0.62,0.515,0.175,1.221,0.535,0.241,0.395,13,2851
0.62,0.54,0.165,1.139,0.4995,0.2435,0.357,11,4900
0.62,0.49,0.16,1.066,0.446,0.246,0.305,11,3230
0.62,0.48,0.18,1.2215,0.582,0.2695,0.313,12,2302
0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,9,2184
0.62,0.45,0.135,0.924,0.358,0.2265,0.2965,10,3949
0.62,0.48,0.15,1.266,0.6285,0.2575,0.309,12,3201
0.62,0.48,0.175,1.0405,0.464,0.2225,0.3,9,4012
0.625,0.49,0.165,1.1165,0.4895,0.2615,0.3325,11,2405
0.625,0.475,0.16,1.0845,0.5005,0.2355,0.3105,10,3001
0.625,0.5,0.17,1.0985,0.4645,0.22,0.354,9,1834
0.625,0.47,0.155,1.1955,0.643,0.2055,0.3145,12,1086
0.625,0.485,0.175,1.362,0.6765,0.2615,0.3705,10,1031
0.625,0.485,0.15,1.044,0.438,0.2865,0.278,9,2593
0.63,0.505,0.17,1.0915,0.4615,0.266,0.3,9,3966
0.63,0.5,0.18,1.1965,0.514,0.2325,0.3995,8,2686
0.63,0.49,0.17,1.1745,0.5255,0.273,0.339,11,2941
0.63,0.485,0.165,1.233,0.6565,0.2315,0.3035,10,1811
0.63,0.495,0.175,1.2695,0.605,0.271,0.328,11,4124
0.635,0.5,0.165,1.489,0.715,0.3445,0.3615,13,434
0.635,0.5,0.17,1.4345,0.611,0.309,0.418,12,3180
0.635,0.49,0.175,1.2435,0.5805,0.313,0.305,10,1231
0.635,0.49,0.17,1.2615,0.5385,0.2665,0.38,9,3408
0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,10,2461
0.64,0.515,0.18,1.247,0.5475,0.2925,0.3685,10,190
0.64,0.525,0.185,1.707,0.763,0.4205,0.4435,11,4828
0.645,0.505,0.15,1.1605,0.519,0.2615,0.335,10,2454
0.645,0.5,0.175,1.286,0.5645,0.288,0.386,12,3353
0.645,0.5,0.19,1.5595,0.741,0.3715,0.3845,14,3480
0.645,0.51,0.19,1.4745,0.605,0.345,0.48,9,1726
0.645,0.51,0.195,1.226,0.5885,0.2215,0.3745,10,2200
0.645,0.51,0.16,1.33,0.6665,0.309,0.317,9,852
0.645,0.51,0.16,1.2415,0.5815,0.276,0.315,9,2922
0.645,0.5,0.175,1.3375,0.554,0.308,0.415,10,3826
0.645,0.51,0.19,1.363,0.573,0.362,0.36,10,3423
0.645,0.485,0.15,1.2215,0.5695,0.2735,0.33,9,2868
0.645,0.48,0.19,1.371,0.6925,0.2905,0.35,12,3289
0.65,0.495,0.155,1.337,0.615,0.3195,0.335,9,1741
0.65,0.505,0.19,1.274,0.59,0.23,0.391,11,3735
0.65,0.525,0.185,1.488,0.665,0.337,0.378,11,3164
0.65,0.51,0.16,1.3835,0.6385,0.2905,0.3665,9,3999
0.655,0.55,0.18,1.274,0.586,0.281,0.365,10,465
0.655,0.51,0.15,1.043,0.4795,0.223,0.305,9,4331
0.655,0.505,0.19,1.3485,0.5935,0.2745,0.425,12,1255
0.655,0.505,0.195,1.4405,0.688,0.3805,0.363,11,1790
0.66,0.5,0.165,1.3195,0.667,0.269,0.341,9,4613
0.66,0.535,0.175,1.5175,0.711,0.3125,0.415,12,3140
