Year,Rank,Company,Revenue (in millions),Profit (in millions)
1966,118,Kaisertech,576.5,37.2
1966,119,Georgia-Pacific,575,46.1
1966,120,United Merchants & Mfrs.,559.7,18.5
1966,121,General Mills,559,20.4
1966,122,American Standard,552.6,18.4
1966,123,Marathon Oil,549.4,60.1
1966,124,Mead,547.9,20.6
1966,125,Pfizer,542.6,53.4
1966,126,Kaiser Industries,540.4,-8.5
1966,127,Carnation,539.9,20.5
1966,128,Hercules,532.4,42.6
1966,129,Continental Baking,524.9,10
1966,130,H.J. Heinz,519.6,16.7
1966,131,Motorola,517,31.8
1966,132,PepsiCo,509.9,33.2
1966,133,Rockwell-Standard,506.8,33.3
1966,134,Ogden,503.6,8
1966,135,Quantum Chemical,498.5,31.3
1966,136,Raytheon,487.8,11
1966,137,Sunray DX Oil,482.6,38.6
1966,138,Babcock & Wilcox,481.6,29.4
1966,139,Manville,480.2,34.1
1966,140,Hygrade Food Products,477.4,1
1966,141,AMAX,475,60.1
1966,142,Zenith Electronics,470.5,33.6
1966,143,Central Soya,467.4,9.5
1966,144,Quaker Oats,461.3,16.3
1966,145,Scott Paper,461,47.3
1966,146,Phelps Dodge,460,66.6
1966,147,Altria Group,459.6,26.5
1966,148,Unisys,456.7,17.5
1966,149,Lever Brothers,456.3,15.3
1966,150,McGraw-Edison,455.3,31.9
1966,151,Pet,453.3,33.5
1966,152,Champion International,448.7,18.8
1966,153,Ashland,447.7,31.6
1966,154,Norton Simon,445.6,12
1966,155,Otis Elevator,444.6,8.9
1966,156,Pillsbury,443.4,10.4
1966,157,Avco,443.2,24.4
1966,158,Hormel Foods,441.6,4.4
1966,159,Ingersoll-Rand,437.6,44.3
1966,160,Texas Instruments,436.4,24.8
1966,161,Johnson & Johnson,431,31.1
1966,162,Amstar,430.7,16.4
1966,163,Del Monte Foods,430.1,19.5
1966,164,Champion Papers,428.2,18.3
1966,165,Anheuser-Busch,421.9,25.8
1966,166,OfficeMax,420.1,17.9
1966,167,Budd,407.7,28.1
1966,168,Container Corp. of America,405.7,27.3
1966,169,Combustion Engineering,402.2,12.1
1966,170,Dana,394.1,24.3
1966,171,Xerox,392.6,58.6
1966,172,Clark Equipment,392.3,22.1
1966,173,Furniture Brands Intl.,391.9,10.9
1966,174,Bristol-Myers Squibb,391.4,33.4
1966,175,Fruehauf,389.5,22.9
1966,176,AMF,384.9,20.3
1966,177,Warner-Lambert,383.8,38.4
1966,178,IPL,377.3,-7.3
1966,179,BOC,376.8,25.7
1966,180,Timken,375.7,48.8
1966,181,Armstrong Holdings,374.7,33.7
1966,182,Koppers,371,12.1
1966,183,Crane,370.1,8
1966,184,Mack Trucks,368.4,4.3
1966,185,Kellogg,366,35.2
1966,186,Agway,364.2,6
1966,187,Dart Industries,360.2,24.3
1966,188,A.O. Smith,358.4,8.7
1966,189,Foremost Dairies,356,9.9
1966,190,Dresser Industries,353.6,18.5
1966,191,J.E. Seagram,353,18.3
1966,192,Avon Products,352,47.6
1966,193,Carrier,350.8,16.5
1966,194,Hess Oil & Chemical,349.9,13.2
1966,195,Rohm & Haas,347.6,36.1
1966,196,Walter Industries,346.8,7.7
1966,197,Sherwin-Williams,344.8,19.3
1966,198,Diamond International,343.9,26
1966,199,Studebaker-Worthington,343.6,9.6
1966,200,GATX,342.2,27.6
1966,201,Corning,340.5,40
1966,202,Northrop Grumman,339.3,8.7
1966,203,Gillette,339.1,42.3
1966,204,LTV,336.2,6
1966,205,Allegheny International,336,19.5
1966,206,Owens Corning,335.3,19.5
1966,207,Magnavox,333.3,23
1966,208,Merck,332,59.6
1966,209,Cerro,330.8,28.8
1966,210,Stauffer Chemical,326.8,29.9
1966,211,Westvaco,324.6,19.4
1966,212,Archer Daniels Midland,323.2,2.8
1966,213,Kerr-McGee,320.9,25.1
1966,214,Intl. Multifoods,320,4.4
1966,215,WestPoint Stevens,316.8,18.7
1966,216,Eli Lilly,316.6,41.8
1966,217,Consolidation Coal,316.1,46.5
1966,218,Brunswick,314.9,-76.9
1966,219,Richfield Oil,314.4,23.9
1966,220,Crucible Steel,313.5,10.7
1966,221,Cudahy,306.3,-19.3
1966,222,Ethyl,305,24.2
1966,223,Kaiser Steel,305,18.3
1966,224,Oscar Mayer,304.5,6.3
1966,225,USG,304.2,34.6
1966,226,ACF Industries,304.1,22.1
1966,227,Glidden,304,10.5
1966,228,Sterling Drug,303.3,33.6
1966,229,GK Technologies,302.5,21.2
1966,230,"Libby, McNeill & Libby",300.7,2.5
1966,231,Admiral,299.1,6.5
1966,232,Essex International,297.9,13.1
1966,233,Grinnell,296.5,15.4
1966,234,Midland-Ross,296.1,14.1
1966,235,Land O'Lakes,294.2,7.4
1966,236,Paccar,292.4,15.1
1966,237,Liggett Group,288.8,21.6
1966,238,Lorillard,288.7,26.7
1966,239,M. Lowenstein,288.7,6.1
1966,240,Revere Copper & Brass,288.7,11.5
1966,241,Philadelphia & Reading,287.5,14
1966,242,Flintkote,286.9,12.8
1966,243,Union Camp,283.6,24
1966,244,Collins Radio,282,4.5
1966,245,Cummins,280.8,15.1
1966,246,H.K. Porter,279,5.7
1966,247,Cannon Mills,278.7,25.4
1966,248,Aeroquip-Vickers,278,38.5
1966,249,Rath Packing,277.3,-3.1
1966,250,Newport News Shipbuilding,275.8,8
1966,251,Skelly Oil,275.8,34
1966,252,Westinghouse Air Brake,274.3,15.1
1966,253,Case,273.6,10.7
1966,254,Norton,272.7,18.4
1966,255,Wheeling Pittsburgh,270,-4.6
1966,256,AM International,269.1,18.4
1966,257,Scovill,268.2,8.9
1966,258,Brown Shoe,265.4,14.3
1966,259,Farmland Industries,263.7,19.3
1966,260,Inmont,263.3,14.7
1966,261,Imcera Group,263,20.3
1966,262,Interlake,262.4,13.9
1966,263,Abex,260.2,10.5
1966,264,National Gypsum,259,17.9
1966,265,North American Philips,257,10.1
1966,266,Crown Holdings,256.2,14.6
1966,267,American Bakeries,255,2.9
1966,268,Cluett Peabody,254.8,10.4
1966,269,Eltra,254.7,12.4
1966,270,Cone Mills,253.9,9.6
1966,271,Emerson Electric,252.7,17.6
1966,272,Springs Industries,250.6,20.8
1966,273,Tecumseh Products,249.6,12.1
1966,274,Jos. Schlitz Brewing,248.8,16
1966,275,Evans Products,246.9,13.8
1966,276,Dan River,246.3,13.7
1966,277,Revlon,245.5,17.3
1966,278,Hooker Chemical,244.8,23
1966,279,Hoover,243.8,12.9
1966,280,US Pharmaceuticals,243.7,42.2
1966,281,Foster Wheeler,243.4,2.8
1966,282,Pharmacia,242.4,37.2
1966,283,General Precision Equipment,240.6,5.1
1966,284,Kayser-Roth,240.2,10.2
1966,285,Kelsey-Hayes,239.4,6.1
1966,286,Abbott Laboratories,236.8,24.7
1966,287,Engelhard Industries,236,6.3
1966,288,Ryan Aeronautical,234.7,3.6
1966,289,Times Mirror,232,16
1966,290,Di Giorgio,231.8,3.4
1966,291,CF&I Steel,231,14.3
1966,292,Sunbeam/Oster,231,16.7
1966,293,Campbell Taggart,230.7,6
1966,294,USM,229.1,13
1966,295,R.R. Donnelley & Sons,228.7,20.5
1966,296,"Parke, Davis",224.6,32.7
1966,297,Stokely-Van Camp,223.1,5.5
1966,298,Staley Continental,220.9,8.4
1966,299,Schenley Industries,218.8,24
1966,300,McLouth Steel,216.4,10.9
1966,301,McGraw-Hill,216.2,18.2
1966,302,GAF,215.5,13.2
1966,303,Federal-Mogul,214.8,14.8
1966,304,Richardson-Vicks,213.4,20.4
1966,305,Link-Belt,213,9.7
1966,306,Chemetron,212.1,16.7
1966,307,Hershey Foods,211.8,24.7
1966,308,Amerada Hess,208.9,57.2
1966,309,Maxus Energy,208.6,16.4
1966,310,Peabody Coal,208.3,22.5
1966,311,Ex-Cell-O,208,17.5
1966,312,Squibb,206.2,16.2
1966,313,Potlatch,204.8,7.2
1966,314,Carborundum,202.5,13.4
1966,315,Bemis,202.3,4.9
1966,316,Polaroid,202.2,29.1
1966,317,Sunshine Biscuits,201,5.5
1966,318,Cincinnati Milacron,200.9,10.3
1966,319,ESB,199.4,9.9
1966,320,Coltec Industries,199,5.9
1966,321,Lone Star Industries,194.3,15.7
1966,322,Gerber Products,194,14.4
1966,323,Cotton Producers Association,193.6,5.4
1966,324,Akzona,192.9,15.6
1966,325,Studebaker,192.7,10.8
1966,326,Cutler-Hammer,191,8.3
1966,327,Lear Siegler,190.8,5.7
1966,328,Stanley Warner,190.8,6.3
1966,329,Fairmont Foods,189.6,4.6
1966,330,Indian Head,188.9,3.7
1966,331,Emhart,188.9,12.2
1966,332,Amsted Industries,187.9,11.8
1966,333,Eastern Gas & Fuel Associates,187.8,10.9
1966,334,Hupp,187.3,-2.7
1966,335,Rockwell Manufacturing,187,12.3
1966,336,Sharon Steel,186.8,4.4
1966,337,Bell & Howell,185.7,6.3
1966,338,Iowa Beef Processors,185.2,3.9
1966,339,Blaw-Knox,184.9,3.2
1966,340,Pittsburgh Steel,183.8,4
1966,341,Gulf & Western Industries,182.1,5.5
1966,342,McCall,181.1,5.7
1966,343,Fairchild Camera & Instrument,181.1,8.5
1966,344,Outboard Marine,180.7,10.6
1966,345,Mohasco,180.4,6.7
1966,346,Pabst Brewing,179.9,10.7
1966,347,Square D,179.1,24.7
1966,348,Castle & Cooke,178.6,17.4
1966,349,CBI Industries,177.7,8.3
1966,350,Purex Industries,176.1,8.9
1966,351,Thiokol,176.1,5.9
1966,352,Cyclops Industries,174.3,10.1
1966,353,Interstate Brands,173.2,3.9
1966,354,Murphy Oil,172.1,6.4
1966,355,Simmons,171.9,6.6
1966,356,Ward Foods,171.7,1
1966,357,Anchor Hocking,170.9,8.9
1966,358,ITT Rayonier,166.9,19.9
1966,359,American Chain & Cable,166.8,9.3
1966,360,Granite City Steel,166.6,10.2
1966,361,Thomas J. Lipton,166.1,11.2
1966,362,Stanley Works,165.4,6.9
1966,363,Hartmarx,164.4,8.1
1966,364,Eagle-Picher Industries,164.2,5.8
1966,365,Hewlett-Packard,163.6,13.9
1966,366,Kendall,163.5,8.4
1966,367,Trane,162.3,12.1
1966,368,Hammermill Paper,162.2,7.7
1966,369,Kern County Land,162.1,20.5
1966,370,Harsco,161.1,15.2
1966,371,Control Data,160.5,7.9
1966,372,Beaunit,159.7,6.2
1966,373,Fieldcrest Cannon,158.9,7.6
1966,374,Time Warner,158.8,5.9
1966,375,Pacolet Industries,158.8,4.7
1966,376,Rohr,158.7,4.8
1966,377,General Host,156.1,-3.3
1966,378,Pennwalt Corp,155.7,10.4
1966,379,Houdaille Industries,155.6,7.2
1966,380,U.S. Pipe & Foundry,154.4,7.6
1966,381,FINA,153.7,4.6
1966,382,Keystone Consolidated Industries,153.4,7.7
1966,383,Jonathan Logan,153.4,7.9
1966,384,National Can,153.3,5
1966,385,Ampex,152.7,7.7
1966,386,Ruberoid,151.2,6
1966,387,Falstaff Brewing,151,5.5
1966,388,Stewart-Warner,150.4,11.2
1966,389,Universal American,149.7,6.8
1966,390,Safety-Kleen,149.7,3.8
1966,391,Joy Technologies,149.4,10.8
1966,392,I-T-E Imperial,149.1,6.8
1966,393,Standard Packaging,148.6,-1.2
1966,394,Cessna Aircraft,148.4,11
1966,395,Curtiss-Wright,148.3,8.8
1966,396,Hanna Mining,148.2,16.5
1966,397,Allied Mills,148,3.1
1966,398,Armstrong Rubber,147,5.4
1966,399,Koehring,147,8.2
1966,400,Vulcan Materials,146.2,11.1
1966,401,Witco,146,6.3
1966,402,Consolidated Cigar,144.5,11.5
1966,403,Arvin Industries,143,5.5
1966,404,New York Times,140.5,7
1966,405,Rexnord,139.5,8
1966,406,Ideal Basic Industries,139,16.9
1966,407,Inland Container,138.7,8.8
1966,408,Chesebrough-Pond's,138.6,11
1966,409,Western Publishing Group,137.8,6.9
1966,410,Keebler,137.8,2
1966,411,Miles Laboratories,137.6,8.1
1966,412,Lukens Steel,137.5,8.5
1966,413,Riegel Paper,136.9,7.6
1966,414,Cowles Communications,136.6,5
1966,415,St. Joseph Lead,136.2,22.8
1966,416,Kellwood,136.1,3.4
1966,417,Premcor,136,8.6
1966,418,Rheem Manufacturing,136,6.9
1966,419,Calumet & Hecia,135.6,4.2
1966,420,Grolier,135.3,9.3
1966,421,Apogent Technologies,133.8,8
1966,422,Woodward Iron,133.7,10.2
1966,423,Maremont,133.4,4.6
1966,424,Warnaco Group,132.8,5.2
1966,425,KVP Sutherland Paper,132.5,3.2
1966,426,Copperweld Steel,132.2,6.1
1966,427,Champion Spark Plug,131.4,18.6
1966,428,American Optical,131.3,6.6
1966,429,Flavorland Industries,130.5,1.5
1966,430,Fibreboard,130.2,5.1
1966,431,Chicago Pneumatic Tool,130.2,15.6
1966,432,Handy & Harman,130,1.8
1966,433,Endicott Johnson,129.5,1.4
1966,434,Cabot,129.2,7.9
1966,435,Canada Dry,128.6,5.4
1966,436,Wm. Wrigley Jr.,128.6,13.1
1966,437,Bliss (E.W.),128,4.1
1966,438,MacMillan,127.3,9.3
1966,439,Bucyrus-Erie,126.6,12.8
1966,440,American Biltrite Rubber,126.3,4.3
1966,441,Insilco,126.2,7
1966,442,Harris,126.2,9
1966,443,International Pipe & Ceramics,126.1,6.4
1966,444,U.S. Industries,126,5.6
1966,445,Warwick Electronics,125.6,2.7
1966,446,Great Western Sugar,125.5,9.4
1966,447,Collins & Aikman,125.5,5
1966,448,Roper,125.4,4.5
1966,449,"U.S. Smelting, Refining & Mining",125.2,7.2
1966,450,Miehle-Goss-Dexter,125,4.9
1966,451,Certainteed,124.9,5.6
1966,452,Harbison-Walker Refractories,124.7,13.4
1966,453,Robertson-Ceco,124.7,5.8
1966,454,Howmet,124.3,4.3
1966,455,Gardner-Denver,123.3,15
1966,456,Hobart,123.1,10.3
1966,457,Morton International,123,6.7
1966,458,Reichhold Chemicals,122.9,3.5
1966,459,Curtis Publishing,122.7,11
1966,460,Beech Aircraft,122.5,5.5
1966,461,Hoover Universal,121.8,7.1
1966,462,Colorado Milling & Elevator,121.2,1.3
1966,463,Air Products & Chem.,121.1,7.4
1966,464,Commonwealth Oil Refining,121.1,14.2
1966,465,Wagner Electric,120.9,4
1966,466,Maytag,120.8,15.2
1966,467,Standard Pressed Steel,120.4,3.8
1966,468,Olivetti Underwood,120.3,1.2
1966,469,Trans Union,120.1,14.7
1966,470,Black & Decker,119.6,11.4
1966,471,Farmers Union Central Exchange,118.9,8.7
1966,472,Rheingold,118.2,4.3
1966,473,Federal Pacific Electric,117.6,3.5
1966,474,Coastal,117.6,14.3
1966,475,Schering-Plough,117.6,14.3
1966,476,Carpenter Technology,117.4,11.1
1966,477,Cooper Industries,117.4,7
1966,478,Ceco Industries,116.9,4.3
1966,479,Dorr-Oliver,116.8,2
1966,480,Clevite,116.2,9.7
1966,481,Green Giant,115.7,3.1
1966,482,Fairchild Industries,115.5,3.5
1966,483,U.S. Shoe,114.5,6.4
1966,484,Warner & Swasey,113.9,11.1
1966,485,Brockway,113.5,4.7
1966,486,Hanes,113.5,9
1966,487,Northwestern Steel & Wire,113.1,7.6
1966,488,Joy Global,113.1,3.7
1966,489,Blue Bell,112.9,4.5
1966,490,Mead Johnson,112.9,5.9
1966,491,Wyandotte Chemicals,112.5,2.3
1966,492,Electrolux,111.6,9.4
1966,493,Great Northern Paper,111.4,8.6
1966,494,Bunker Ramo,111.2,3.7
1966,495,AMP,110.9,12.4
1966,496,Pitney Bowes,110.6,9.6
1966,497,Signode,110.4,7.9
1966,498,Reeves Brothers,110.4,5.5
1966,499,Detroit Steel,109.9,4.7
1966,500,Island Creek Coal,109.6,7.2
1967,1,General Motors,20208.5,1793.4
1967,2,Ford Motor,12240,621
1967,3,Exxon Mobil,12191.4,1090.9
1967,4,General Electric,7177.3,338.9
1967,5,Chrysler,5649.5,189.2
1967,6,Mobil,5253.9,356.1
1967,7,Texaco,4427.3,709.9
1967,8,U.S. Steel,4355.4,249.2
1967,9,Intl. Business Machines,4247.7,526.1
1967,10,Gulf Oil,3781.8,504.8
1967,11,AT&T Technologies,3623.6,173.1
1967,12,DuPont,3185.1,389.1
1967,13,Esmark,2970.5,4.8
1967,14,Shell Oil,2789.8,255.2
1967,15,Amoco,2708.5,255.9
1967,16,ChevronTexaco,2698.3,424
1967,17,Bethlehem Steel,2669.4,170.9
1967,18,Navistar International,2583,109.7
1967,19,CBS,2581.4,119.7
1967,20,RCA,2548.8,132.4
1967,21,Goodyear Tire & Rubber,2475.7,118.5
1967,22,General Telephone & Electronics,2390.5,205.1
1967,23,Boeing,2356.6,76.1
1967,24,Armour,2280.3,2.2
1967,25,Kraft,2251.7,73.5
1967,26,Procter & Gamble,2243.2,149.4
1967,27,Union Carbide,2224,231
1967,28,ITT Industries,2121.3,89.9
1967,29,Lockheed Martin,2084.8,58.9
1967,30,Rockwell Automation,2023.8,48.6
1967,31,Firestone Tire & Rubber,1814.6,101.8
1967,32,General Dynamics,1797,58.4
1967,33,Conoco,1749.1,156.9
1967,34,Eastman Kodak,1741.7,318.2
1967,35,ConocoPhillips,1686,151.6
1967,36,United Technologies,1663.2,46.5
1967,37,Monsanto,1611.9,112.3
1967,38,General Foods,1554.7,93.9
1967,39,Borden Chemical,1545.5,57.7
1967,40,Caterpillar,1524,150.1
1967,41,International Paper,1450.1,105.2
1967,42,Sinclair Oil,1377.1,94.3
1967,43,Alcoa,1373,106.1
1967,44,Burlington Industries Equity,1371.6,77.1
1967,45,American Can,1369.7,71.6
1967,46,Unocal,1364.5,142.2
1967,47,Republic Steel,1359.8,93.7
1967,48,Continental Group,1339.2,70.9
1967,49,Uniroyal,1320.8,45.3
1967,50,Dow Chemical,1309.7,121.7
1967,51,Citgo Petroleum,1296,141.8
1967,52,Sperry,1279.8,31.9
1967,53,Sealed Air,1278.7,69.5
1967,54,Honeywell Intl.,1245.6,89.2
1967,55,Anaconda,1234.6,132.4
1967,56,ARMCO,1224.6,86.7
1967,57,Litton Industries,1172.2,55.6
1967,58,Tenneco Automotive,1164.3,108.1
1967,59,Ralston Purina,1154,44.9
1967,60,3M,1152.6,138.5
1967,61,Textron,1132.2,43.9
1967,62,Olin,1117.1,66.7
1967,63,Nabisco Group Holdings,1094.6,137.9
1967,64,Atlantic Richfield,1093.9,113.5
1967,65,Deere,1062.1,78.7
1967,66,McDonnell Douglas,1060,43.2
1967,67,Grumman,1059.4,27.6
1967,68,Ryerson Tull,1054.5,68.1
1967,69,Bendix,1051.5,38.7
1967,70,National Intergroup,1050.5,71.9
1967,71,Singer,1049.2,47.3
1967,72,Bestfoods,1048.4,58.8
1967,73,Douglas Aircraft,1048,-27.6
1967,74,Sunoco,1047.3,100.6
1967,75,Goodrich,1039.1,48.6
1967,76,Champion International,1029.5,43.3
1967,77,Celanese,1019.9,66.7
1967,78,Jones & Laughlin Steel,1010,65.1
1967,79,FMC,1009.7,62.9
1967,80,GenCorp,1001.5,50.2
1967,81,Wilson,990.9,12.9
1967,82,Coca-Cola,979.2,89
1967,83,American Cyanamid,952.6,94.4
1967,84,PPG Industries,941.7,49.5
1967,85,Colgate-Palmolive,931.6,30.5
1967,86,Fortune Brands,918.7,86
1967,87,Honeywell,914.4,45.3
1967,88,BorgWarner,913,47.2
1967,89,Wyeth,909.6,93.8
1967,90,Owens-Illinois,908,54.2
1967,91,NCR,871.3,27.2
1967,92,American Motors,870.4,-12.6
1967,93,TRW,863.9,35.2
1967,94,Allis-Chalmers,857.2,26.2
1967,95,Signal Companies,848,32.2
1967,96,Reynolds Metals,839.4,64.2
1967,97,Weyerhaeuser,837.8,79.2
1967,98,Carnation,812.9,28
1967,99,Morrell (John),811.6,1.9
1967,100,J.P. Stevens,805.3,32.7
1967,101,Beatrice,796.4,24.6
1967,102,Eaton,795.6,51.4
1967,103,Kaisertech,781.6,58.9
1967,104,White Motor,778.7,32.1
1967,105,NL Industries,778.1,58.8
1967,106,Campbell Soup,771.4,53
1967,107,Pullman,768.2,26.1
1967,108,Crown Zellerbach,766.2,53.7
1967,109,Youngstown Sheet & Tube,761.7,42.8
1967,110,Genesco,759.6,22.4
1967,111,Kennecott,739.7,125.4
1967,112,Nabisco Brands,719.6,40.8
1967,113,Raytheon,709,18.4
1967,114,Whirlpool,704.8,36.2
1967,115,St. Regis,700.1,38.7
1967,116,Ashland,699.3,42.9
1967,117,Tidewater Oil,695.7,176.9
1967,118,Motorola,682.4,33
1967,119,Standard Brands,674.5,27.4
1967,120,Martin Marietta,669.8,37
1967,121,Georgia-Pacific,659,50.3
1967,122,Asarco,653.8,70.2
1967,123,Rockwell-Standard,636.2,41.5
1967,124,Mead,633.3,27.1
1967,125,Zenith Electronics,625,43.5
1967,126,Kimberly-Clark,622.5,38.7
1967,127,Marathon Oil,621.8,68.8
1967,128,Pfizer,621.7,61.6
1967,129,H.J. Heinz,620.3,20.3
1967,130,Ogden,612.3,11.7
1967,131,Hercules,610,52.3
1967,132,Kaiser Industries,609.5,20.1
1967,133,PepsiCo,604.7,38
1967,134,Avco,604.2,32
1967,135,United Merchants & Mfrs.,600.5,24.1
1967,136,Continental Baking,589.5,11.3
1967,137,BP America,588.8,56.9
1967,138,Texas Instruments,580.3,34
1967,139,AMAX,572.6,65.6
1967,140,American Standard,569,10.3
1967,141,Babcock & Wilcox,561.6,33
1967,142,Combustion Engineering,558.7,17.3
1967,143,Phelps Dodge,554,82.2
1967,144,Quantum Chemical,539.4,40.7
1967,145,Xerox,528.3,79.8
1967,146,Sunray DX Oil,525.3,44.8
1967,147,General Mills,524.7,23.3
1967,148,Central Soya,519.9,14.5
1967,149,Manville,512.5,38
1967,150,Norton Simon,503.6,14.4
1967,151,Pet,503.1,37.3
1967,152,Altria Group,502.4,34.2
1967,153,Quaker Oats,498.4,17.6
1967,154,Clark Equipment,493.9,28.2
1967,155,Hormel Foods,491.7,3.5
1967,156,Scott Paper,490.7,44.6
1967,157,Unisys,489.7,31
1967,158,OfficeMax,489.2,17
1967,159,Johnson & Johnson,485.9,36.2
1967,160,Dart Industries,484,27.1
1967,161,Anheuser-Busch,479.3,32.3
1967,162,Del Monte Foods,479,23.5
1967,163,Ingersoll-Rand,476,51.7
1967,164,Hygrade Food Products,474,-5.8
1967,165,Pillsbury,470,11.7
1967,166,Furniture Brands Intl.,469.1,14.6
1967,167,Bristol-Myers Squibb,468.5,39.4
1967,168,LTV,468.3,13.7
1967,169,Budd,465.8,25
1967,170,Agway,462.2,3.9
1967,171,Container Corp. of America,460.4,34.2
1967,172,McGraw-Edison,456.8,28.1
1967,173,Magnavox,455.7,34.7
1967,174,Dana,453.5,33.6
1967,175,Warner-Lambert,452.5,43.2
1967,176,Amstar,452.2,14
1967,177,Corning,444.1,54.2
1967,178,General Precision Equipment,440.4,20.5
1967,179,Lever Brothers,434.2,6.5
1967,180,Koppers,430,11.4
1967,181,Kellogg,426.7,38.5
1967,182,Iowa Beef Processors,426.4,3
1967,183,Walter Industries,423.3,41.3
1967,184,BOC,423,28.8
1967,185,Merck,418.4,75.9
1967,186,Sterling Drug,417.3,40.4
1967,187,AMF,416.1,21.9
1967,188,Admiral,414.6,10
1967,189,Mack Trucks,411.8,13.7
1967,190,Avon Products,408.2,55.3
1967,191,Crane,405.9,11.3
1967,192,Dresser Industries,401,23.1
1967,193,Carrier,399.6,21.6
1967,194,Gillette,396.2,49.9
1967,195,IPL,393,0.3
1967,196,Timken,392.9,48.5
1967,197,Foremost Dairies,390.9,12.5
1967,198,GK Technologies,390.3,31.2
1967,199,Otis Elevator,390,7.1
1967,200,J.E. Seagram,389,19.3
1967,201,Armstrong Holdings,388.8,31.3
1967,202,Collins Radio,388.2,7.7
1967,203,Sherwin-Williams,386.1,20.9
1967,204,Ethyl,384.2,29.2
1967,205,Cerro,383.1,44.1
1967,206,Allegheny International,380.8,25.1
1967,207,Studebaker-Worthington,376,14.5
1967,208,Essex International,375.3,24.5
1967,209,Owens Corning,373.7,21.9
1967,210,GATX,372.3,29.3
1967,211,Rohm & Haas,371.2,35.5
1967,212,Diamond International,368.5,29
1967,213,Liggett Group,368.4,22.3
1967,214,Oscar Mayer,368.1,9.1
1967,215,Eli Lilly,366.7,49.8
1967,216,Cudahy,365.8,1
1967,217,Kaiser Steel,365.2,18
1967,218,Archer Daniels Midland,361.5,4.9
1967,219,Stauffer Chemical,360.4,32.6
1967,220,Westvaco,360.4,22.9
1967,221,Hess Oil & Chemical,359.6,15.5
1967,222,Eltra,357.9,18.2
1967,223,Northrop Grumman,357.3,10.5
1967,224,Intl. Multifoods,353.5,4.6
1967,225,WestPoint Stevens,352,21.7
1967,226,Glidden,351.9,12.4
1967,227,Revere Copper & Brass,351.5,22.1
1967,228,Fruehauf,348.9,33
1967,229,Emerson Electric,348,26.4
1967,230,Brunswick,344.6,3.1
1967,231,Midland-Ross,344.1,17.6
1967,232,Kerr-McGee,340.8,26.7
1967,233,Paccar,332.8,18.1
1967,234,Skelly Oil,332.4,53.2
1967,235,Cummins,331.1,16.3
1967,236,Philadelphia & Reading,327.8,19.1
1967,237,AM International,327.1,26.6
1967,238,Case,326.7,17.3
1967,239,Grinnell,324.5,16.6
1967,240,ACF Industries,323.2,24.9
1967,241,Union Camp,323,29.6
1967,242,Scovill,321.8,13.2
1967,243,Polaroid,320.3,48
1967,244,Crucible Steel,319.7,12.4
1967,245,A.O. Smith,318.4,8.7
1967,246,"Libby, McNeill & Libby",317.6,4
1967,247,Gulf & Western Industries,317.5,20.1
1967,248,Farmland Industries,315.8,21.5
1967,249,Ryan Aeronautical,313,6.2
1967,250,Lorillard,311.7,29.3
1967,251,Norton,310.5,18.8
1967,252,North American Philips,309.6,13.5
1967,253,Westinghouse Air Brake,309.6,16.8
1967,254,Squibb,308.8,21.1
1967,255,McGraw-Hill,307.6,28.6
1967,256,Sunbeam/Oster,306.8,19.3
1967,257,Foster Wheeler,304.6,4
1967,258,Kayser-Roth,304.4,12.4
1967,259,Flintkote,303.9,12.4
